,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
396,IL,IL0259,30373,JOHNSBURG PUBLIC LIBRARY DISTRICT,3000 NORTH JOHNSBURG ROAD,JOHNSBURG,60051,5120,3000 NORTH JOHNSBURG ROAD,JOHNSBURG,60051,5120,MCHENRY,8153440077,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,12421,12421,1,0,0,1.84,3.51,4.54,8.05,615202,18303,0,32783,666288,312812,100239,413051,44366,30961,8021,83348,169076,665475,1538,0,0,28,1566,21000,42767,30509,6020,4421,3809,685,12,13,25,48,3600,54228,2860,3075,64307,18398,9156,55151,7184,16340,71491,10270,4393,330,191,32,5483,3268,272,18,10286,13805,35652,2019,3,2,0,0,0,-88.2575,42.37913,17,111,38479,307774,41,41,8707.03,3050,1714,16980,0,A,1400000US17111870703,5350,4897,29,11,32,0,57,324,0.9153271028037383,0.005420560747663551,0.00205607476635514,0.005981308411214953,0.0,0.010654205607476635,0.0605607476635514,4.3,4.3,28.6,115000.0,JOHNSBURG PUBLIC LIBRARY DISTRICT,125.0,9.0,53,62,134,60,76
397,IL,IL0263,30378,JUSTICE PUBLIC LIBRARY DISTRICT,7641 SOUTH OAK GROVE AVENUE,JUSTICE,60458,1358,7641 OAK GROVE AVENUE,JUSTICE,60458,1358,COOK,7084961790,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13707,13707,1,0,0,0.38,1.31,4.45,5.76,290802,17134,0,19200,327136,175978,41492,217470,30888,27060,8086,66034,94680,378184,0,0,0,0,0,0,48600,109611,1278,30019,2119,1242,23,13,36,53,2869,46755,14343,7018,26001,8018,3584,22417,2016,5600,28017,4213,1709,323,300,1,3194,2770,125,16,3764,33440,61663,2019,3,1,0,0,0,-87.8407,41.75158,17,31,38830,5150233,21,21,8206.03,3017,1703,16980,0,A,1400000US17031820603,5530,3689,256,55,114,2,603,811,0.6670886075949367,0.04629294755877034,0.009945750452079566,0.02061482820976492,0.0003616636528028933,0.10904159132007234,0.14665461121157325,19.0,16.9,27.0,59717.0,JUSTICE PUBLIC LIBRARY DISTRICT,10.0,124.0,40,40,52,68,43
398,IL,IL0264,30379,KANEVILLE PUBLIC LIBRARY DISTRICT,2S101 HARTER ROAD,KANEVILLE,60144,1000,2S101 HARTER ROAD,KANEVILLE,60144,1000,KANE,6305572441,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,1264,1264,1,0,0,0.0,0.83,0.75,1.58,71633,2230,0,5962,79825,-9,-9,-9,12686,397,1388,14471,-9,98619,0,0,0,0,0,0,15122,0,465,0,1454,0,0,13,13,16,1872,4098,104,278,12086,2454,0,12086,0,0,12086,2306,828,47,34,0,667,457,0,5,284,0,14197,2019,3,2,0,0,0,-88.5221,41.83529,17,89,38895,532403,41,41,8524.03,3054,1714,16980,0,A,1400000US17089852403,5111,4617,11,31,33,0,98,321,0.9033457249070632,0.00215222070045001,0.0060653492467227545,0.006456662101350029,0.0,0.01917432987673645,0.06280571316767755,3.5,3.4,0.0,96952.0,KANEVILLE PUBLIC LIBRARY DISTRICT,140.0,31.0,16,10,16,13,1
399,IL,IL0315,30427,MAPLE PARK PUBLIC LIBRARY DISTRICT,302 WILLOW STREET,MAPLE PARK,60151,M,302 WILLOW STREET,MAPLE PARK,60151,M,KANE,8158273362,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,1706,1706,1,0,0,0.83,0.83,0.2,1.03,39306,2133,0,3700,45139,-9,-9,-9,1800,1875,717,4392,-9,31179,0,0,0,0,0,0,12516,70454,266,20367,821,818,0,13,13,3,1560,5789,1256,591,3706,834,1500,2206,0,1500,3706,952,875,75,65,8,1010,900,50,9,7250,1189,-1,2019,3,2,0,0,0,-88.5992,41.90606,17,89,46604,532403,41,41,8524.03,2045,1714,16980,0,A,1400000US17089852403,5111,4617,11,31,33,0,98,321,0.9033457249070632,0.00215222070045001,0.0060653492467227545,0.006456662101350029,0.0,0.01917432987673645,0.06280571316767755,3.5,3.4,0.0,96952.0,MAPLE PARK PUBLIC LIBRARY DISTRICT,141.0,32.0,23,11,4,10,60
400,IL,IL0278,30394,LAKE VILLA PUBLIC LIBRARY DISTRICT,1001 EAST GRAND AVENUE,LAKE VILLA,60046,9085,1001 EAST GRAND AVENUE,LAKE VILLA,60046,9085,LAKE,8473567711,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,40276,40276,1,0,0,9.14,10.08,26.28,36.36,5147858,64218,0,142897,5354973,1811695,372044,2183739,206958,176002,88051,471011,967207,3621957,0,0,0,0,0,11707831,100055,48754,13546,23144,19125,1157,31,13,44,164,3588,204415,44907,18071,740416,277247,51510,688906,36091,87601,776507,26188,42458,678,481,51,17912,14889,544,31,21537,19311,152301,2019,3,1,0,0,0,-88.0576,42.41539,17,97,43770,696535,21,21,8610.13,1010,1710,16980,0,A,1400000US17097861013,3052,2414,138,0,101,0,129,270,0.790956749672346,0.045216251638269984,0.0,0.03309305373525557,0.0,0.042267365661861074,0.08846657929226737,2.8,3.6,0.0,92880.0,LAKE VILLA PUBLIC LIBRARY DISTRICT,148.0,36.0,117,134,130,127,116
401,IL,IL0282,30397,LANSING PUBLIC LIBRARY,2750 INDIANA AVENUE,LANSING,60438,2226,2750 INDIANA AVENUE,LANSING,60438,2226,COOK,7084742447,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,28331,28331,1,0,0,5.73,10.8,10.73,21.53,2397052,35414,2015,55841,2490322,988909,501596,1490505,95597,43380,32413,171390,289421,1951316,0,0,0,0,0,222000,78935,75933,6482,16899,6828,1240,42,13,55,144,3120,236385,17159,8557,159848,49071,14761,145087,25311,40072,185159,16954,16109,1125,386,463,24492,7468,9052,48,29254,202349,80779,2019,3,1,0,0,0,-87.5501,41.56574,17,31,42028,5150233,21,21,8282.01,3020,1702,16980,0,A,1400000US17031828201,4491,1285,2194,53,35,1,516,407,0.28612781117791136,0.4885326207971499,0.011801380538855488,0.00779336450679136,0.00022266755733689602,0.11489645958583834,0.09062569583611668,4.4,5.3,4.3,54245.0,LANSING PUBLIC LIBRARY,124.0,136.0,131,115,67,107,126
402,IL,IL0286,30402,LEMONT PUBLIC LIBRARY DISTRICT,50 EAST WEND STREET,LEMONT,60439,6439,50 EAST WEND STREET,LEMONT,60439,6439,COOK,6302576541,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,21685,21685,1,0,0,6.4,9.2,5.6,14.8,1849534,27106,13662,72843,1963145,709088,158563,867651,57566,70389,16818,144773,228906,1241330,11425,0,0,0,11425,50512,56157,27215,6659,7494,7160,0,23,13,36,72,3392,111350,12501,7289,195642,67081,34742,160900,14082,48824,209724,29692,30513,680,388,75,10642,7073,378,22,8906,33600,234768,2019,3,1,0,0,0,-88.0035,41.65869,17,31,42795,5150233,21,21,8240.05,2035,1703,16980,0,A,1400000US17031824005,5933,5203,61,6,192,0,77,394,0.8769593797404348,0.010281476487443115,0.0010112927692566998,0.032361368616214393,0.0,0.012978257205460982,0.06640822518118995,3.4,3.6,0.0,112125.0,LEMONT PUBLIC LIBRARY DISTRICT,144.0,14.0,87,93,101,82,68
403,IL,IL0292,30410,LISLE LIBRARY DISTRICT,777 FRONT STREET,LISLE,60532,2287,777 FRONT STREET,LISLE,60532,2287,DUPAGE,6309711675,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,28504,28504,1,0,0,16.5,16.5,23.93,40.43,4394728,53358,0,250876,4698962,2055941,602598,2658539,289300,144645,122000,555945,1228723,4443207,0,0,0,0,0,8608,112533,86339,12397,35959,17072,4396,41,13,54,340,3469,168229,73945,10754,419406,158984,48560,370846,40766,89326,460172,1710,4821,1789,739,104,31264,22292,1114,25,22293,18085,228296,2019,3,1,0,0,0,-88.067,41.79686,17,43,43939,922921,21,21,8460.03,1000,1711,16980,0,A,1400000US17043846003,4490,3610,158,11,317,0,99,295,0.8040089086859689,0.03518930957683741,0.0024498886414253897,0.07060133630289532,0.0,0.022048997772828507,0.06570155902004454,4.0,3.5,0.0,84776.0,LISLE LIBRARY DISTRICT,129.0,55.0,141,138,113,132,118
404,IL,IL0301,30448,MCHENRY PUBLIC LIBRARY DISTRICT,809 FRONT STREET,MCHENRY,60050,5578,809 NORTH FRONT STREET,MCHENRY,60050,5578,MCHENRY,8153850036,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,42023,42023,1,0,0,12.5,12.5,23.06,35.56,3116508,52529,0,92849,3261886,1717643,837238,2554881,158862,144966,64798,368626,724862,3648369,0,0,0,0,0,48286,120340,19903,13086,7719,20127,0,30,13,43,269,3555,196018,46722,9590,450390,152006,47243,403147,57362,104605,507752,19529,22506,854,597,109,33464,28435,789,70,38279,12350,370673,2019,3,1,0,0,0,-88.2746,42.33929,17,111,45694,307774,21,21,8706.06,2005,1714,16980,0,A,1400000US17111870606,3945,2887,34,27,46,0,496,455,0.7318124207858048,0.00861850443599493,0.006844106463878327,0.011660329531051965,0.0,0.12572877059569074,0.11533586818757921,13.2,13.9,20.0,56071.0,MCHENRY PUBLIC LIBRARY DISTRICT,27.0,133.0,143,131,127,135,144
405,IL,IL0302,30449,RIVER EAST PUBLIC LIBRARY,813 WEST ILLINOIS ROUTE 120,MCHENRY,60051,M,813 WEST ILLINOIS ROUTE 120,MCHENRY,60051,M,MCHENRY,8153856303,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,4478,4478,1,0,0,1.0,2.4,0.8,3.2,246236,6869,0,3452,256557,124980,11862,136842,15324,11852,5232,32408,54704,223954,0,0,0,0,0,9001,32924,42661,260,30000,9003,360,4,13,17,40,2600,26005,4454,2124,30651,15987,10073,20578,56,10129,30707,20,241,341,240,75,8197,7425,522,9,8291,502,6599,2019,3,1,0,0,0,-88.2138,42.33489,17,111,M,307774,21,21,8707.02,3005,1714,16980,0,A,1400000US17111870702,7588,6529,59,22,79,0,277,622,0.8604375329467581,0.007775434897206115,0.0028993147074327886,0.010411175540326832,0.0,0.03650500790722193,0.0819715340010543,10.9,9.1,25.5,83634.0,RIVER EAST PUBLIC LIBRARY,38.0,59.0,78,33,34,42,65
406,IL,IL0307,30623,SOUTH MACON PUBLIC LIBRARY DISTRICT,451 WEST GLENN STREET,MACON,62544,4288,451 WEST GLENN STREET,MACON,62544,4288,MACON,2177643356,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2263,2263,1,0,0,0.0,1.8,0.38,2.18,92152,2828,0,41956,136936,52494,4062,56556,9295,1600,1184,12079,39487,108122,14450,0,0,0,14450,0,14738,22718,1158,2640,802,187,1,13,14,36,1845,4223,510,719,11560,1634,1336,10224,25462,26798,37022,3823,3694,18,10,0,681,416,0,4,569,2295,452,2019,3,1,0,0,0,-89.0057,39.70729,17,115,45941,104009,41,41,26.02,1030,1713,19500,0,A,1400000US17115002602,1990,1925,11,1,0,0,6,47,0.9673366834170855,0.005527638190954774,0.0005025125628140704,0.0,0.0,0.003015075376884422,0.023618090452261306,4.0,4.0,55.6,68125.0,SOUTH MACON PUBLIC LIBRARY DISTRICT,130.0,101.0,18,18,11,11,8
407,IL,IL0309,30422,MAHOMET PUBLIC LIBRARY DISTRICT,1702 EAST OAK STREET,MAHOMET,61853,8526,1702 EAST OAK STREET,MAHOMET,61853,8526,CHAMPAIGN,2175862611,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13765,13765,1,0,0,2.0,3.42,5.04,8.46,642666,18771,0,370525,1031962,326514,72736,399250,56932,24565,12543,94040,185738,679028,0,0,0,0,0,0,43420,58031,3145,31762,3760,104,7,13,20,75,3314,73625,3303,3667,147044,62660,13181,133863,176,13357,147220,21700,29142,434,337,11,9610,6359,232,18,9035,24213,44740,2019,3,1,0,0,0,-88.3767,40.18625,17,19,46136,209689,31,31,106.03,3072,1715,16580,0,A,1400000US17019010603,7972,7132,79,19,174,2,96,470,0.8946312092323131,0.009909683893627697,0.0023833416959357753,0.021826392373306573,0.0002508780732563974,0.012042147516307075,0.058956347215253384,8.1,8.4,0.0,91607.0,MAHOMET PUBLIC LIBRARY DISTRICT,63.0,37.0,83,63,90,61,70
408,IL,IL0311,30424,MANHATTAN-ELWOOD PUBLIC LIBRARY DISTRICT,240 WHITSON STREET,MANHATTAN,60442,9841,PO BOX 53,MANHATTAN,60442,0053,WILL,8154783987,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13166,13166,1,0,0,2.0,6.75,3.88,10.63,888420,21840,0,35995,946255,356670,64602,421272,48486,23222,7225,78933,165495,665700,0,0,0,0,0,575,43483,43895,2698,7397,4523,742,9,13,22,113,2704,67259,17810,4137,98311,44006,8515,89796,6289,14804,104600,9959,10262,906,463,109,15751,10810,2383,16,2525,6593,14999,2019,3,1,0,0,0,-87.9839,41.42122,17,197,46357,690743,21,21,8835.09,1015,1701,16980,0,A,1400000US17197883509,4521,4050,71,16,24,0,71,289,0.8958195089581951,0.015704490157044903,0.0035390400353904005,0.0053085600530856005,0.0,0.015704490157044903,0.0639239106392391,3.7,3.6,,81864.0,MANHATTAN ELWOOD PUBLIC LIBRARY DISTRICT,135.0,62.0,111,65,41,62,34
409,IL,IL0317,30429,MARENGO-UNION PUBLIC LIBRARY DISTRICT,19714 EAST GRANT HIGHWAY,MARENGO,60152,9493,19714 EAST GRANT HIGHWAY,MARENGO,60152,9493,MCHENRY,8155688236,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13933,13933,1,0,0,2.0,4.0,5.95,9.95,633881,29578,0,18243,681702,291860,92874,384734,41942,11693,20790,74425,134965,594124,0,0,0,0,0,15240,50749,1935,3172,2336,7692,260,4,13,17,67,3138,34508,5509,10378,91310,29478,6579,84731,1679,8258,92989,238,2946,804,560,160,3439,2216,749,16,6371,4436,-1,2019,3,1,0,0,0,-88.5823,42.23799,17,111,46786,307774,41,41,8710.04,1001,1714,16980,0,A,1400000US17111871004,6072,4977,80,57,38,0,353,567,0.8196640316205533,0.013175230566534914,0.009387351778656126,0.006258234519104084,0.0,0.05813570487483531,0.09337944664031621,12.1,11.1,0.0,75625.0,MARENGO UNION PUBLIC LIBRARY DISTRICT,32.0,81.0,44,61,70,71,55
410,IL,IL0319,30431,MARISSA AREA PUBLIC LIBRARY DISTRICT,212 NORTH MAIN STREET,MARISSA,62257,1344,212 NORTH MAIN STREET,MARISSA,62257,1344,ST. CLAIR,6182952825,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,3363,3363,1,0,0,0.0,0.88,2.48,3.36,129428,5671,4050,8344,147493,80835,12103,92938,6591,99,1841,8531,45997,147466,0,0,0,0,0,0,23542,0,669,0,2523,0,0,13,13,2,2154,23974,10489,516,10123,1677,0,10123,0,0,10123,13458,10123,253,89,11,7244,6227,83,12,7382,2684,667,2019,3,2,0,0,0,-89.754,38.24666,17,163,46955,259686,42,42,5040.02,3047,1712,41180,0,A,1400000US17163504002,5511,5147,33,12,9,4,41,265,0.9339502812556705,0.005988023952095809,0.002177463255307567,0.001633097441480675,0.0007258210851025222,0.007439666122300853,0.0480856468880421,9.6,9.6,0.0,61684.0,MARISSA AREA PUBLIC LIBRARY DISTRICT,49.0,117.0,74,27,24,32,62
411,IL,IL0321,30432,MAROA PUBLIC LIBRARY DISTRICT,305 EAST GARFIELD STREET,MAROA,61756,7543,305 EAST GARFIELD STREET,MAROA,61756,7543,MACON,2177945111,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2869,2869,1,0,0,0.0,2.4,0.65,3.05,189835,3586,1185,3233,197839,77324,0,77324,17860,800,2503,21163,79673,178160,0,0,0,0,0,14583,15413,19895,299,3678,2012,105,0,13,13,12,1819,10004,730,362,9760,608,1951,7809,0,1951,9760,6150,2839,330,160,12,6127,5161,97,3,437,2532,2184,2019,3,2,0,0,0,-88.9529,40.03394,17,115,47072,104009,42,42,30.0,3045,1713,19500,0,A,1400000US17115000300,3523,1317,1873,14,0,1,27,291,0.3738291229066137,0.5316491626454726,0.003973885892705081,0.0,0.0002838489923360772,0.007663922793074085,0.08260005676979847,32.0,18.7,43.6,28659.0,MAROA PUBLIC LIBRARY DISTRICT,1.0,162.0,66,25,10,15,5
412,IL,IL0329,30443,MATTESON AREA PUBLIC LIBRARY DISTRICT,801 SOUTH SCHOOL AVENUE,MATTESON,60443,1849,801 SOUTH SCHOOL AVENUE,MATTESON,60443,1849,COOK,7087484431,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,19009,19009,1,0,0,9.21,13.44,18.03,31.47,2244155,39816,18700,84576,2387247,1376353,434520,1810873,75236,48493,52634,176363,597937,2585173,0,0,0,9218,9218,102870,98967,530844,8485,328566,12164,46288,41,13,54,119,3344,105931,31832,11419,130615,44610,10769,119846,140639,151408,271254,24706,8174,1051,318,127,34549,19454,6956,33,189979,638,16732,2019,3,1,0,0,0,-87.7259,41.51267,17,31,47540,5150233,21,21,8300.04,2003,1702,16980,0,A,1400000US17031830004,7529,590,6409,14,94,1,182,239,0.07836366051268429,0.8512418647894807,0.0018594766901314915,0.012485057776597157,0.00013281976358082084,0.02417319697170939,0.03174392349581618,9.9,14.8,6.3,88003.0,MATTESON AREA PUBLIC LIBRARY DISTRICT,45.0,44.0,145,125,92,123,161
413,IL,IL0337,30455,MIDLOTHIAN PUBLIC LIBRARY,14701 SOUTH KENTON AVENUE,MIDLOTHIAN,60445,2575,14701 SOUTH KENTON AVENUE,MIDLOTHIAN,60445,2575,COOK,7085352027,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,14819,14819,1,0,0,2.63,4.38,12.55,16.93,1215277,22263,12000,60017,1309557,622857,116330,739187,65810,22401,11305,99516,298274,1136977,0,0,0,0,0,49558,54638,361497,1678,75902,4191,16207,17,13,30,105,3068,88697,12077,4136,69826,25654,7993,61833,5444,13437,75270,7058,6094,501,260,121,6000,3496,1449,22,22254,11763,2248239,2019,3,2,0,0,0,-87.7323,41.62524,17,31,48892,5150233,21,21,8246.02,3002,1701,16980,0,A,1400000US17031824602,6245,4442,503,51,155,0,424,670,0.71128903122498,0.08054443554843875,0.008166533226581264,0.024819855884707767,0.0,0.0678943154523619,0.10728582866293035,13.5,12.7,17.9,62096.0,MIDLOTHIAN PUBLIC LIBRARY,26.0,116.0,64,83,65,79,117
414,IL,IL0340,30459,MILLSTADT LIBRARY,115 WEST LAUREL STREET,MILLSTADT,62260,1925,115 WEST LAUREL STREET,MILLSTADT,62260,1925,ST. CLAIR,6184761887,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,4011,4011,1,0,0,0.0,0.0,2.5,2.5,122471,8128,0,23364,153963,61671,5620,67291,5884,421,3976,10281,11815,89387,0,0,0,0,0,0,15020,26866,1261,5306,0,0,0,13,13,15,2020,10191,0,650,16770,4580,2156,14614,0,2156,16770,4300,7962,28,12,0,621,425,0,6,1205,0,23906,2019,3,1,0,0,0,-90.0929,38.45898,17,163,49386,259686,31,31,5032.03,4005,1712,41180,0,A,1400000US17163503203,6756,6325,34,7,26,3,41,320,0.9362048549437537,0.005032563647128479,0.0010361160449970396,0.0038484310242747188,0.0004440497335701599,0.006068679692125518,0.047365304914150384,5.4,5.4,0.0,80160.0,MILLSTADT LIBRARY,109.0,68.0,14,21,19,12,22
415,IL,IL0344,30462,MOKENA COMMUNITY PUBLIC LIBRARY DISTRICT,11327 WEST 195TH STREET,MOKENA,60448,1311,11327 WEST 195TH STREET,MOKENA,60448,1311,WILL,7084799663,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,20539,20539,1,0,0,1.0,8.0,13.48,21.48,2552700,39508,0,24884,2617092,1191834,347352,1539186,102675,158992,41899,303566,438027,2280779,0,0,0,0,0,232380,77238,44722,4964,8810,8970,773,54,13,67,136,3380,95143,3649,9711,137156,76791,22607,114549,14253,36860,151409,36177,20017,659,424,47,17252,9629,2370,48,21432,26074,9581,2019,3,2,0,0,0,-87.8917,41.53506,17,197,49854,690743,21,21,8835.17,2000,1701,16980,0,A,1400000US17197883517,3266,2944,43,3,55,0,34,187,0.9014084507042254,0.013165952235150031,0.0009185548071034905,0.016840171463563994,0.0,0.010410287813839559,0.057256582976117576,6.2,6.4,100.0,94330.0,MOKENA COMMUNITY PUBLIC LIBRARY DISTRICT,96.0,34.0,115,122,97,105,114
416,IL,IL0352,30470,MORTON PUBLIC LIBRARY DISTRICT,315 WEST PERSHING STREET,MORTON,61550,1854,315 WEST PERSHING STREET,MORTON,61550,1854,TAZEWELL,3092632200,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,16267,16267,1,0,0,3.0,5.19,10.24,15.43,847594,81942,0,97012,1026548,451614,67941,519555,69410,35113,34837,139360,363269,1022184,0,0,0,0,0,104278,85695,365430,8731,86780,7874,1,12,13,25,106,3150,151343,23972,6995,284002,117128,22466,261536,16285,38751,300287,15772,20859,584,313,42,14063,10136,454,10,12651,12912,112308,2019,3,2,0,0,0,-89.4643,40.61212,17,179,50621,131803,21,21,216.04,1083,1718,37900,0,A,1400000US17179021604,1921,1753,32,1,38,0,11,86,0.9125455491931286,0.01665799062988027,0.0005205622071837585,0.01978136387298282,0.0,0.005726184279021343,0.04476834981780323,8.7,8.3,79.2,61315.0,MORTON PUBLIC LIBRARY DISTRICT,53.0,118.0,102,72,71,114,83
417,IL,IL0353,30469,MORTON GROVE PUBLIC LIBRARY,6140 LINCOLN AVENUE,MORTON GROVE,60053,2965,6140 LINCOLN AVENUE,MORTON GROVE,60053,2965,COOK,8479654220,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,23270,23270,1,0,0,16.31,17.25,17.39,34.64,3338887,29087,12000,33444,3413418,1556798,617608,2174406,133534,130215,44260,308009,664488,3146903,0,0,0,0,0,51633,100444,385454,10629,392774,13578,70837,35,13,48,276,3588,193291,52367,9199,267704,118413,31064,236640,33189,64253,300893,760,1805,1464,691,96,24637,14777,1055,34,14427,41283,90739,2019,3,1,0,0,0,-87.7801,42.03537,17,31,50647,5150233,21,21,8083.01,2029,1709,16980,0,A,1400000US17031808301,6520,3412,153,22,2312,0,215,406,0.5233128834355828,0.023466257668711656,0.003374233128834356,0.35460122699386504,0.0,0.032975460122699383,0.06226993865030675,10.5,5.1,100.0,71500.0,MORTON GROVE PUBLIC LIBRARY,43.0,90.0,132,128,131,128,89
418,IL,IL0360,30480,MOUNT PROSPECT PUBLIC LIBRARY,10 SOUTH EMERSON STREET,MOUNT PROSPECT,60056,3218,10 SOUTH EMERSON STREET,MOUNT PROSPECT,60056,3218,COOK,8472535675,ME,CI,MO,Y,CI1,N,01/01/2018,12/31/2018,54167,54167,1,1,0,27.28,54.56,53.69,108.25,11090907,157291,0,317145,11565343,5492456,1614499,7106955,344194,318135,121565,783894,1148503,9039352,447670,0,0,27723,475393,816935,357245,27712,30852,12195,37144,0,64,13,77,420,6109,451587,163809,35641,946632,439359,61123,885509,199877,261000,1146509,3735,3206,1340,859,80,41005,22727,4117,95,97011,184606,849384,2019,3,1,0,0,0,-87.9354,42.06603,17,31,51089,5150233,21,21,8049.01,1010,1709,16980,0,A,1400000US17031804901,6927,5758,74,0,511,3,133,448,0.8312400750685722,0.010682835282228959,0.0,0.07376930850295943,0.00043308791684711995,0.01920023098022232,0.06467446224916991,3.8,3.9,19.6,109539.0,MOUNT PROSPECT PUBLIC LIBRARY,133.0,18.0,153,161,155,161,158
419,IL,IL0367,30483,NANCY L. MCCONATHY PUBLIC LIBRARY DISTRICT,21737 JEFFREY AVENUE,SAUK VILLAGE,60411,4404,21737 JEFFREY AVENUE,SAUK VILLAGE,60411,4404,COOK,7087574771,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,10497,10497,1,0,0,0.0,0.9,5.0,5.9,277869,15516,8375,10597,312357,129267,50073,179340,10473,0,957,11430,173967,364737,0,0,0,0,0,0,41157,34575,925,0,2292,0,0,13,13,34,2652,41005,3087,5139,14028,3342,476,13552,0,476,14028,3561,1726,116,44,15,1323,843,106,27,3058,89,42420,2019,3,1,0,0,0,-87.574,41.49203,17,31,67769,5150233,21,21,8285.03,4003,1702,16980,0,A,1400000US17031828503,4322,705,2973,39,22,4,307,272,0.16311892642295234,0.6878759833410458,0.009023600185099491,0.005090236001850995,0.0009254974548819991,0.07103192966219343,0.06293382693197594,25.4,20.0,26.5,37514.0,NANCY L  MCCONATHY PUBLIC LIBRARY DISTRICT,5.0,160.0,25,34,35,53,38
420,IL,IL0368,30484,NAPERVILLE PUBLIC LIBRARY,200 WEST JEFFERSON AVENUE,NAPERVILLE,60540,5351,200 WEST JEFFERSON AVENUE,NAPERVILLE,60540,5351,DUPAGE,6309614100,ME,CI,MO,Y,CI1,N,01/01/2018,12/31/2018,141853,141853,1,2,0,43.0,43.0,120.25,163.25,14685118,257694,12672,564064,15519548,7962367,2569614,10531981,1195857,849137,587881,2632875,1665569,14830425,110000,0,0,0,110000,413572,403833,360847,64421,332361,117097,15237,49,13,62,336,11188,1554212,153797,67058,3905798,1662453,412421,3493377,2527647,2940068,6433445,19368,20260,2781,1905,196,112969,94885,5540,334,324054,543456,2406491,2019,3,1,0,0,0,-88.1513,41.773,17,43,51622,922921,12,12,8465.04,2003,1711,16980,0,A,1400000US17043846504,6350,4551,459,26,495,5,248,566,0.7166929133858267,0.07228346456692913,0.004094488188976378,0.07795275590551182,0.0007874015748031496,0.03905511811023622,0.08913385826771654,10.4,7.9,99.1,106850.0,NAPERVILLE PUBLIC LIBRARY,44.0,21.0,161,162,162,162,162
